2018-12-11T07:04:56.416+0000 I CONTROL  [main] ***** SERVER RESTARTED *****
2019-01-25T11:17:36.950+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-25T11:37:06.952+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-25T11:38:36.952+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-25T13:40:36.956+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-25T13:43:06.957+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-25T14:38:36.960+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-25T14:41:36.960+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-25T14:47:36.962+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-25T14:50:36.962+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-25T16:05:06.966+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-25T16:09:06.966+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-25T16:50:36.968+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-25T16:53:06.968+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-25T17:10:06.970+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-25T17:10:36.970+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-25T17:16:36.972+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-25T17:18:06.972+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-25T17:23:36.974+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-25T17:24:06.974+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-25T18:24:36.980+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-25T18:26:06.980+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-25T19:23:36.983+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-25T19:24:36.983+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-25T19:42:06.985+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-25T19:43:36.985+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-25T19:58:06.987+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.3:27019
2019-01-25T19:59:06.989+0000 I ASIO     [ShardRegistry] Ending idle connection to host 172.17.0.3:27019 because the pool meets constraints; 1 connections to that host remain open
2019-01-25T21:00:06.989+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-25T21:01:36.989+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-25T22:51:06.991+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-25T22:52:06.991+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-25T23:01:36.993+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-25T23:02:36.993+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-26T00:01:06.995+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-26T00:02:36.995+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-26T00:07:06.995+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-26T00:08:06.997+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-26T01:55:36.999+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-26T01:56:36.999+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-26T03:10:07.014+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-26T03:15:37.014+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-26T04:36:07.016+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-26T04:39:37.016+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-26T04:57:37.018+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-26T05:01:07.018+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-26T05:47:37.022+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-26T05:48:37.022+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-26T06:12:37.024+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-26T06:13:37.024+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-26T06:47:07.026+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-26T06:48:37.026+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-26T07:21:07.028+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-26T07:24:37.028+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-26T07:38:07.030+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-26T07:38:37.030+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-26T10:01:07.036+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-26T10:03:07.036+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-26T10:40:07.038+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-26T10:41:37.038+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-26T11:23:37.040+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-26T11:25:07.040+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-26T11:50:37.042+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-26T11:51:07.042+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-26T12:25:37.044+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-26T12:26:07.044+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-26T12:29:07.044+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-26T12:33:07.046+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-26T13:43:07.048+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-26T13:43:37.048+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-26T14:42:07.050+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-26T14:44:37.050+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-26T14:54:07.052+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-26T14:54:37.052+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-26T15:15:07.054+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-26T15:17:07.054+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-26T15:42:37.056+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-26T15:43:07.056+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-26T17:21:07.058+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-26T17:22:07.058+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-26T18:00:07.060+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-26T18:00:37.060+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-26T19:01:37.062+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.3:27019
2019-01-26T19:02:37.064+0000 I ASIO     [ShardRegistry] Ending idle connection to host 172.17.0.3:27019 because the pool meets constraints; 1 connections to that host remain open
2019-01-26T20:15:37.065+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-26T20:20:37.065+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-26T20:26:07.067+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-26T20:26:37.067+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-26T20:42:37.070+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-26T20:43:37.070+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-26T21:43:37.072+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-26T21:45:07.072+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-26T21:49:07.072+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-26T21:49:07.074+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-26T21:54:07.076+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-26T21:55:07.077+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-26T22:08:37.079+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-26T22:09:07.079+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-26T23:30:07.082+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-26T23:31:07.082+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-26T23:35:37.082+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-26T23:35:37.084+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-27T00:12:37.086+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-27T00:13:07.086+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-27T02:06:37.088+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-27T02:07:37.088+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-27T02:16:07.090+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-27T02:17:07.090+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-27T02:51:37.092+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-27T02:52:37.092+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-27T03:33:37.094+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-27T03:34:37.094+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-27T04:37:37.096+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-27T04:39:07.096+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-27T09:31:07.098+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-27T09:33:07.098+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-27T09:41:37.100+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-27T09:42:07.100+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-27T10:02:07.102+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.3:27019
2019-01-27T10:03:07.104+0000 I ASIO     [ShardRegistry] Ending idle connection to host 172.17.0.3:27019 because the pool meets constraints; 1 connections to that host remain open
2019-01-27T11:24:07.104+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-27T11:25:37.104+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-27T11:59:07.106+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-27T12:01:07.106+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-27T13:14:07.108+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-27T13:17:37.108+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-27T14:43:37.110+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-27T14:44:07.110+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-27T15:46:37.112+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-27T15:49:07.113+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-27T15:53:07.113+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-27T15:54:07.117+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-27T17:21:07.120+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-27T17:21:37.120+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-27T17:25:37.120+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-27T17:26:07.122+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-27T18:36:07.124+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-27T18:37:07.124+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-27T18:54:37.126+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-27T19:04:07.126+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-27T19:43:37.128+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-27T19:45:07.128+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-27T21:04:37.131+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-27T21:05:07.131+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-27T21:42:37.133+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-27T21:43:07.133+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-27T22:12:07.135+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-27T22:12:37.135+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-27T22:36:37.138+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-27T22:37:37.138+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-27T23:16:07.140+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-27T23:16:37.140+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-28T00:03:37.142+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-28T00:04:07.142+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-28T00:45:37.144+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-28T00:46:07.144+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-28T00:52:07.146+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-28T00:54:07.146+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-28T01:34:07.148+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-28T01:36:37.148+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-28T01:52:07.151+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-28T01:54:37.151+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-28T02:21:07.154+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-28T02:22:07.154+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-28T02:30:37.156+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-28T02:33:37.158+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-28T02:45:37.160+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-28T02:46:07.160+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-28T02:47:37.160+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-28T02:48:07.162+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-28T02:51:07.162+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-28T02:52:37.164+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-28T05:03:37.167+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-28T05:04:07.167+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-28T05:22:37.169+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-28T05:23:07.170+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-28T05:28:37.172+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-28T05:29:37.172+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-28T06:41:37.174+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-28T06:42:37.174+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-28T07:42:37.177+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-28T07:43:37.177+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-28T08:14:07.180+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-28T08:14:07.181+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-28T08:18:37.181+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-28T08:19:37.183+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-28T09:14:37.185+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-28T09:15:07.185+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-28T10:56:37.189+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-28T10:57:07.189+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.4:27019
2019-01-28T11:00:37.189+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.5:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
2019-01-28T11:01:37.191+0000 I ASIO     [ShardRegistry] Connecting to 172.17.0.5:27019
2019-01-28T12:06:37.197+0000 I ASIO     [ShardRegistry] Dropping all pooled connections to 172.17.0.4:27019 due to NetworkInterfaceExceededTimeLimit: Connection pool has been idle for longer than the host timeout
